id_synthese,date_debut,date_fin,heure_debut,heure_fin,nom_vernaculaire,nombre_min,observateurs,determinateur,x_centroid_4326,y_centroid_4326,nom_lieu,champs_additionnels
1663,1998-09-04,1998-09-04,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.513924,43.31823,GB5,ComptageHebdo
7611,2000-07-28,2000-07-28,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.504753,43.317065,GB6,ComptageHebdo
15836,2000-06-23,2000-06-23,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.504753,43.317065,GB6,ComptageHebdo
21004,2002-05-31,2002-05-31,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.517349,43.329164,GB1,ComptageHebdo
21559,2003-08-07,2003-08-07,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.517349,43.329164,GB1,ComptageHebdo
22741,2003-08-14,2003-08-14,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.504753,43.317065,GB6,ComptageHebdo
22742,2003-07-10,2003-07-10,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.504753,43.317065,GB6,ComptageHebdo
23965,2004-07-08,2004-07-08,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.515793,43.324984,GB4,ComptageHebdo
24526,2001-07-19,2001-07-19,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.505618,43.320295,GB7,ComptageHebdo
25109,2001-07-19,2001-07-19,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.523936,43.325743,GB2,ComptageHebdo
25669,2001-07-27,2001-07-27,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.517349,43.329164,GB1,ComptageHebdo
25670,2003-07-10,2003-07-10,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.50753,43.324884,GB8,ComptageHebdo
26880,2004-07-08,2004-07-08,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.517349,43.329164,GB1,ComptageHebdo
27448,2003-07-17,2003-07-17,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.50753,43.324884,GB8,ComptageHebdo
28059,2004-07-28,2004-07-28,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.504753,43.317065,GB6,ComptageHebdo
28672,2003-06-27,2003-06-27,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.513924,43.31823,GB5,ComptageHebdo
28673,2002-07-26,2002-07-26,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.50753,43.324884,GB8,ComptageHebdo
28674,2002-08-02,2002-08-02,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.513924,43.31823,GB5,ComptageHebdo
32702,2003-07-10,2003-07-10,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.515793,43.324984,GB4,ComptageHebdo
33268,2003-04-24,2003-04-24,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.50753,43.324884,GB8,ComptageHebdo
34420,2002-07-12,2002-07-12,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.517349,43.329164,GB1,ComptageHebdo
34421,2004-07-08,2004-07-08,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.50753,43.324884,GB8,ComptageHebdo
35038,2002-08-02,2002-08-02,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.517349,43.329164,GB1,ComptageHebdo
35613,2001-08-08,2001-08-08,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.517349,43.329164,GB1,ComptageHebdo
38632,2007-08-09,2007-08-09,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.523936,43.325743,GB2,ComptageHebdo
39254,2007-07-26,2007-07-26,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.517349,43.329164,GB1,ComptageHebdo
41110,2010-07-09,2010-07-09,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.523936,43.325743,GB2,ComptageHebdo
41111,2007-07-19,2007-07-19,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.504753,43.317065,GB6,ComptageHebdo
41112,2006-07-13,2006-07-13,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.513924,43.31823,GB5,ComptageHebdo
42295,2008-06-06,2008-06-06,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.517349,43.329164,GB1,ComptageHebdo
42902,2006-07-27,2006-07-27,00:00:00,00:00:00,"Blongios nain, Butor blongios",2,ADENA,ADENA,3.513924,43.31823,GB5,ComptageHebdo
43516,2007-07-26,2007-07-26,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.504753,43.317065,GB6,ComptageHebdo
44744,2007-06-22,2007-06-22,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.517349,43.329164,GB1,ComptageHebdo
44745,2007-07-19,2007-07-19,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.517349,43.329164,GB1,ComptageHebdo
44746,2006-08-17,2006-08-17,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.504753,43.317065,GB6,ComptageHebdo
44747,2006-06-29,2006-06-29,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.515793,43.324984,GB4,ComptageHebdo
45338,2008-07-31,2008-07-31,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.517349,43.329164,GB1,ComptageHebdo
45980,2006-06-22,2006-06-22,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.50753,43.324884,GB8,ComptageHebdo
45981,2006-06-29,2006-06-29,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.523936,43.325743,GB2,ComptageHebdo
46592,2006-06-29,2006-06-29,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.520011,43.320659,GB3,ComptageHebdo
49523,2008-07-17,2008-07-17,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.50753,43.324884,GB8,ComptageHebdo
49524,2006-06-15,2006-06-15,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.50753,43.324884,GB8,ComptageHebdo
50125,2010-07-16,2010-07-16,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.517349,43.329164,GB1,ComptageHebdo
50126,2007-06-22,2007-06-22,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.513924,43.31823,GB5,ComptageHebdo
50708,2006-06-15,2006-06-15,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.505618,43.320295,GB7,ComptageHebdo
51290,2008-06-19,2008-06-19,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.517349,43.329164,GB1,ComptageHebdo
51883,2008-07-31,2008-07-31,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.504753,43.317065,GB6,ComptageHebdo
51884,2006-06-29,2006-06-29,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.504753,43.317065,GB6,ComptageHebdo
52527,2008-06-13,2008-06-13,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.517349,43.329164,GB1,ComptageHebdo
52528,2007-06-29,2007-06-29,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.523936,43.325743,GB2,ComptageHebdo
52529,2006-07-13,2006-07-13,00:00:00,00:00:00,"Blongios nain, Butor blongios",3,ADENA,ADENA,3.50753,43.324884,GB8,ComptageHebdo
52530,2006-07-27,2006-07-27,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.520011,43.320659,GB3,ComptageHebdo
54325,2007-08-17,2007-08-17,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.515793,43.324984,GB4,ComptageHebdo
54326,2007-07-19,2007-07-19,00:00:00,00:00:00,"Blongios nain, Butor blongios",3,ADENA,ADENA,3.50753,43.324884,GB8,ComptageHebdo
55517,2006-07-27,2006-07-27,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.50753,43.324884,GB8,ComptageHebdo
56099,2008-07-04,2008-07-04,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.504753,43.317065,GB6,ComptageHebdo
56100,2008-07-31,2008-07-31,00:00:00,00:00:00,"Blongios nain, Butor blongios",2,ADENA,ADENA,3.50753,43.324884,GB8,ComptageHebdo
56101,2007-06-08,2007-06-08,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.520011,43.320659,GB3,ComptageHebdo
56102,2007-07-06,2007-07-06,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.523936,43.325743,GB2,ComptageHebdo
56716,2006-07-13,2006-07-13,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.517349,43.329164,GB1,ComptageHebdo
57307,2008-07-24,2008-07-24,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.504753,43.317065,GB6,ComptageHebdo
57308,2006-06-29,2006-06-29,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,ADENA,ADENA,3.513924,43.31823,GB5,ComptageHebdo
113188,2016-07-29,2016-07-29,00:00:00,00:00:00,"Blongios nain, Butor blongios",2,Lognos Mathieu,Guenel Nathalie,3.507133,43.317185,CanalOuest,{'RELV_NOM': 'ObservationAleatoire'}
113189,2016-07-29,2016-07-29,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,Lognos Mathieu,Guenel Nathalie,3.507133,43.317185,CanalOuest,{'RELV_NOM': 'ObservationAleatoire'}
113334,2017-05-20,2017-05-20,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,Lognos Mathieu,Guenel Nathalie,3.501376,43.319918,Longe,{'RELV_NOM': 'ObservationAleatoire'}
114653,2018-05-07,2018-05-07,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,Guenel Nathalie,Guenel Nathalie,3.513924,43.31823,GB5,{'RELV_NOM': 'STOC'}
115608,2018-04-24,2018-04-24,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,Guénel/Lognos Nathalie/Mathieu,Guénel/Lognos Nathalie/Mathieu,3.514083,43.322692,GB,{'RELV_NOM': 'SuiviButor'}
117596,2018-07-23,2018-07-23,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,Guenel Nathalie,NA,3.50753,43.324884,GB8,{'RELV_NOM': 'ComptageHebdo'}
121662,2019-06-13,2019-06-13,00:00:00,00:00:00,"Blongios nain, Butor blongios",2,ADENA,NA,3.50753,43.324884,GB8,{'RELV_NOM': 'ComptageHebdo'}
122381,2014-05-12,2014-05-12,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,Diraison Martin,Diraison Martin,3.510314,43.314765,ButorTalèveBlongios-4,{'RELV_NOM': 'SuiviBlongiosTalève'}
122655,2020-06-18,2020-06-18,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,Fortuny Xavier,Fortuny Xavier,3.517852,43.316711,BaieKoch,{'RELV_NOM': 'ComptageHebdo'}
122684,2020-06-18,2020-06-18,00:00:00,00:00:00,"Blongios nain, Butor blongios",1,Fortuny Xavier,Fortuny Xavier,3.505618,43.320295,GB7,{'RELV_NOM': 'ComptageHebdo'}
124749,2019-07-31,2019-07-31,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.524423,43.329853,ButorTalèveBlongios-1,{'RELV_NOM': 'SuiviBlongiosTalève'}
124750,2019-07-31,2019-07-31,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.524187,43.322337,ButorTalèveBlongios-2,{'RELV_NOM': 'SuiviBlongiosTalève'}
124751,2019-07-31,2019-07-31,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.519831,43.317739,ButorTalèveBlongios-3,{'RELV_NOM': 'SuiviBlongiosTalève'}
124752,2019-07-31,2019-07-31,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.510314,43.314765,ButorTalèveBlongios-4,{'RELV_NOM': 'SuiviBlongiosTalève'}
124753,2019-07-31,2019-07-31,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.503888,43.317255,ButorTalèveBlongios-5,{'RELV_NOM': 'SuiviBlongiosTalève'}
124754,2019-07-31,2019-07-31,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.509005,43.320424,ButorTalèveBlongios-6,{'RELV_NOM': 'SuiviBlongiosTalève'}
124755,2019-07-31,2019-07-31,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.503405,43.32293,ButorTalèveBlongios-7,{'RELV_NOM': 'SuiviBlongiosTalève'}
124756,2019-07-31,2019-07-31,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.515507,43.331375,ButorTalèveBlongios-8,{'RELV_NOM': 'SuiviBlongiosTalève'}
124757,2019-07-31,2019-07-31,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.510068,43.327324,ButorTalèveBlongios-9,{'RELV_NOM': 'SuiviBlongiosTalève'}
124758,2019-07-12,2019-07-12,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.524423,43.329853,ButorTalèveBlongios-1,{'RELV_NOM': 'SuiviBlongiosTalève'}
124759,2019-07-12,2019-07-12,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.524187,43.322337,ButorTalèveBlongios-2,{'RELV_NOM': 'SuiviBlongiosTalève'}
124760,2019-07-12,2019-07-12,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.519831,43.317739,ButorTalèveBlongios-3,{'RELV_NOM': 'SuiviBlongiosTalève'}
124761,2019-07-12,2019-07-12,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.510314,43.314765,ButorTalèveBlongios-4,{'RELV_NOM': 'SuiviBlongiosTalève'}
124762,2019-07-12,2019-07-12,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.503888,43.317255,ButorTalèveBlongios-5,{'RELV_NOM': 'SuiviBlongiosTalève'}
124763,2019-07-12,2019-07-12,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.509005,43.320424,ButorTalèveBlongios-6,{'RELV_NOM': 'SuiviBlongiosTalève'}
124764,2019-07-12,2019-07-12,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.503405,43.32293,ButorTalèveBlongios-7,{'RELV_NOM': 'SuiviBlongiosTalève'}
124765,2019-07-12,2019-07-12,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.515507,43.331375,ButorTalèveBlongios-8,{'RELV_NOM': 'SuiviBlongiosTalève'}
124766,2019-07-12,2019-07-12,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.510068,43.327324,ButorTalèveBlongios-9,{'RELV_NOM': 'SuiviBlongiosTalève'}
124767,2019-06-12,2019-06-12,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.524423,43.329853,ButorTalèveBlongios-1,{'RELV_NOM': 'SuiviBlongiosTalève'}
124768,2019-06-12,2019-06-12,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.524187,43.322337,ButorTalèveBlongios-2,{'RELV_NOM': 'SuiviBlongiosTalève'}
124769,2019-06-12,2019-06-12,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.519831,43.317739,ButorTalèveBlongios-3,{'RELV_NOM': 'SuiviBlongiosTalève'}
124770,2019-06-12,2019-06-12,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.510314,43.314765,ButorTalèveBlongios-4,{'RELV_NOM': 'SuiviBlongiosTalève'}
124771,2019-06-12,2019-06-12,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.503888,43.317255,ButorTalèveBlongios-5,{'RELV_NOM': 'SuiviBlongiosTalève'}
124772,2019-06-12,2019-06-12,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.509005,43.320424,ButorTalèveBlongios-6,{'RELV_NOM': 'SuiviBlongiosTalève'}
124773,2019-06-12,2019-06-12,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.503405,43.32293,ButorTalèveBlongios-7,{'RELV_NOM': 'SuiviBlongiosTalève'}
124774,2019-06-12,2019-06-12,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.515507,43.331375,ButorTalèveBlongios-8,{'RELV_NOM': 'SuiviBlongiosTalève'}
124775,2019-06-12,2019-06-12,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.510068,43.327324,ButorTalèveBlongios-9,{'RELV_NOM': 'SuiviBlongiosTalève'}
124776,2019-05-22,2019-05-22,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.524423,43.329853,ButorTalèveBlongios-1,{'RELV_NOM': 'SuiviBlongiosTalève'}
124777,2019-05-22,2019-05-22,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.524187,43.322337,ButorTalèveBlongios-2,{'RELV_NOM': 'SuiviBlongiosTalève'}
124778,2019-05-22,2019-05-22,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.519831,43.317739,ButorTalèveBlongios-3,{'RELV_NOM': 'SuiviBlongiosTalève'}
124779,2019-05-22,2019-05-22,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.510314,43.314765,ButorTalèveBlongios-4,{'RELV_NOM': 'SuiviBlongiosTalève'}
124780,2019-05-22,2019-05-22,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.503888,43.317255,ButorTalèveBlongios-5,{'RELV_NOM': 'SuiviBlongiosTalève'}
124781,2019-05-22,2019-05-22,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.509005,43.320424,ButorTalèveBlongios-6,{'RELV_NOM': 'SuiviBlongiosTalève'}
124782,2019-05-22,2019-05-22,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.503405,43.32293,ButorTalèveBlongios-7,{'RELV_NOM': 'SuiviBlongiosTalève'}
124783,2019-05-22,2019-05-22,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.515507,43.331375,ButorTalèveBlongios-8,{'RELV_NOM': 'SuiviBlongiosTalève'}
124784,2019-05-22,2019-05-22,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.510068,43.327324,ButorTalèveBlongios-9,{'RELV_NOM': 'SuiviBlongiosTalève'}
124785,2018-05-30,2018-05-30,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.524423,43.329853,ButorTalèveBlongios-1,{'RELV_NOM': 'SuiviBlongiosTalève'}
124786,2018-05-30,2018-05-30,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.524187,43.322337,ButorTalèveBlongios-2,{'RELV_NOM': 'SuiviBlongiosTalève'}
124787,2018-05-30,2018-05-30,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.519831,43.317739,ButorTalèveBlongios-3,{'RELV_NOM': 'SuiviBlongiosTalève'}
124788,2018-05-30,2018-05-30,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.510314,43.314765,ButorTalèveBlongios-4,{'RELV_NOM': 'SuiviBlongiosTalève'}
124789,2018-05-30,2018-05-30,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.503888,43.317255,ButorTalèveBlongios-5,{'RELV_NOM': 'SuiviBlongiosTalève'}
124790,2018-05-30,2018-05-30,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.509005,43.320424,ButorTalèveBlongios-6,{'RELV_NOM': 'SuiviBlongiosTalève'}
124791,2018-05-30,2018-05-30,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.503405,43.32293,ButorTalèveBlongios-7,{'RELV_NOM': 'SuiviBlongiosTalève'}
124792,2018-05-30,2018-05-30,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.515507,43.331375,ButorTalèveBlongios-8,{'RELV_NOM': 'SuiviBlongiosTalève'}
124793,2018-05-30,2018-05-30,00:00:00,00:00:00,"Blongios nain, Butor blongios",0,Lognos/Fortuny,Lognos/Fortuny,3.510068,43.327324,ButorTalèveBlongios-9,{'RELV_NOM': 'SuiviBlongiosTalève'}
124920,2021-05-20,2021-05-20,21:42:00,21:42:00,"Blongios nain, Butor blongios",3,Lognos Mathieu,Lognos Mathieu,3.509005,43.320424,ButorTalèveBlongios-6,{'RELV_NOM': 'SuiviButor'}
124921,2021-05-20,2021-05-20,20:54:00,20:54:00,"Blongios nain, Butor blongios",1,Lognos Mathieu,Lognos Mathieu,3.515507,43.331375,ButorTalèveBlongios-8,{'RELV_NOM': 'SuiviButor'}
124922,2021-05-20,2021-05-20,21:18:00,21:18:00,"Blongios nain, Butor blongios",1,Lognos Mathieu,Lognos Mathieu,3.510068,43.327324,ButorTalèveBlongios-9,{'RELV_NOM': 'SuiviButor'}
124924,2021-05-26,2021-05-26,06:12:00,06:12:00,"Blongios nain, Butor blongios",1,Lognos Mathieu,Lognos Mathieu,3.524423,43.329853,ButorTalèveBlongios-1,{'RELV_NOM': 'SuiviBlongiosTalève'}
124925,2021-05-26,2021-05-26,06:12:00,06:12:00,"Blongios nain, Butor blongios",0,Blanquet Elodie,Blanquet Elodie,3.524187,43.322337,ButorTalèveBlongios-2,{'RELV_NOM': 'SuiviBlongiosTalève'}
124926,2021-05-26,2021-05-26,06:32:00,06:32:00,"Blongios nain, Butor blongios",0,Blanquet Elodie,Blanquet Elodie,3.519831,43.317739,ButorTalèveBlongios-3,{'RELV_NOM': 'SuiviBlongiosTalève'}
124927,2021-05-26,2021-05-26,07:01:00,07:01:00,"Blongios nain, Butor blongios",0,Blanquet Elodie,Blanquet Elodie,3.510314,43.314765,ButorTalèveBlongios-4,{'RELV_NOM': 'SuiviBlongiosTalève'}
124928,2021-05-26,2021-05-26,07:29:00,07:29:00,"Blongios nain, Butor blongios",0,Blanquet Elodie,Blanquet Elodie,3.503888,43.317255,ButorTalèveBlongios-5,{'RELV_NOM': 'SuiviBlongiosTalève'}
124929,2021-05-26,2021-05-26,07:15:00,07:15:00,"Blongios nain, Butor blongios",2,Lognos Mathieu,Lognos Mathieu,3.509005,43.320424,ButorTalèveBlongios-6,{'RELV_NOM': 'SuiviBlongiosTalève'}
124930,2021-05-26,2021-05-26,07:41:00,07:41:00,"Blongios nain, Butor blongios",0,Lognos Mathieu,Lognos Mathieu,3.503405,43.32293,ButorTalèveBlongios-7,{'RELV_NOM': 'SuiviBlongiosTalève'}
124931,2021-05-26,2021-05-26,06:44:00,06:44:00,"Blongios nain, Butor blongios",1,Lognos Mathieu,Lognos Mathieu,3.515507,43.331375,ButorTalèveBlongios-8,{'RELV_NOM': 'SuiviBlongiosTalève'}
124932,2021-05-26,2021-05-26,06:52:00,06:52:00,"Blongios nain, Butor blongios",0,Lognos Mathieu,Lognos Mathieu,3.510068,43.327324,ButorTalèveBlongios-9,{'RELV_NOM': 'SuiviBlongiosTalève'}
124946,2021-06-16,2021-06-16,20:30:00,20:30:00,"Blongios nain, Butor blongios",1,Lognos Mathieu,Lognos Mathieu,3.524423,43.329853,ButorTalèveBlongios-1,{'RELV_NOM': 'SuiviBlongiosTalève'}
124947,2021-06-16,2021-06-16,20:30:00,20:30:00,"Blongios nain, Butor blongios",0,Blanquet Elodie,Blanquet Elodie,3.524187,43.322337,ButorTalèveBlongios-2,{'RELV_NOM': 'SuiviBlongiosTalève'}
124948,2021-06-16,2021-06-16,20:53:00,20:53:00,"Blongios nain, Butor blongios",0,Blanquet Elodie,Blanquet Elodie,3.519831,43.317739,ButorTalèveBlongios-3,{'RELV_NOM': 'SuiviBlongiosTalève'}
124949,2021-06-16,2021-06-16,21:18:00,21:18:00,"Blongios nain, Butor blongios",0,Blanquet Elodie,Blanquet Elodie,3.510314,43.314765,ButorTalèveBlongios-4,{'RELV_NOM': 'SuiviBlongiosTalève'}
124950,2021-06-16,2021-06-16,21:47:00,21:47:00,"Blongios nain, Butor blongios",3,Blanquet Elodie,Blanquet Elodie,3.503888,43.317255,ButorTalèveBlongios-5,{'RELV_NOM': 'SuiviBlongiosTalève'}
124951,2021-06-16,2021-06-16,21:29:00,21:29:00,"Blongios nain, Butor blongios",0,Lognos Mathieu,Lognos Mathieu,3.509005,43.320424,ButorTalèveBlongios-6,{'RELV_NOM': 'SuiviBlongiosTalève'}
124952,2021-06-16,2021-06-16,21:53:00,21:53:00,"Blongios nain, Butor blongios",0,Lognos Mathieu,Lognos Mathieu,3.503405,43.32293,ButorTalèveBlongios-7,{'RELV_NOM': 'SuiviBlongiosTalève'}
124953,2021-06-16,2021-06-16,20:49:00,20:49:00,"Blongios nain, Butor blongios",0,Lognos Mathieu,Lognos Mathieu,3.515507,43.331375,ButorTalèveBlongios-8,{'RELV_NOM': 'SuiviBlongiosTalève'}
124954,2021-06-16,2021-06-16,21:07:00,21:07:00,"Blongios nain, Butor blongios",0,Lognos Mathieu,Lognos Mathieu,3.510068,43.327324,ButorTalèveBlongios-9,{'RELV_NOM': 'SuiviBlongiosTalève'}
125101,2021-07-07,2021-07-07,06:16:00,06:16:00,"Blongios nain, Butor blongios",0,Fortuny Xavier,Fortuny Xavier,3.524423,43.329853,ButorTalèveBlongios-1,{'RELV_NOM': 'SuiviBlongiosTalève'}
